<PR>get_movie_attribute<PRAN>name.genre<PRAV>action<C><U>Hello! Do you have any movie showings for today?<A>Yes of course, we have a multitude. Are there any that interest you?<U>I'm looking for any action or horror movies if you have any!<PN>find_movies<PAN>location<PAV>nearby<PR>find_movies<PRAN>name.movie<PRAV>Shuttered<PRAV>Beyond the Storm<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>horror<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond the Storm<PAN>attribute<PAV>name.genre	[A]No problem. There are a couple. Shuttered and Beyond the Storm are a horror and action movie respectively. Do any of these movies interest you?	dlg-352386f0-2162-4302-89bb-aa2f68d7207e
<PR>get_movie_attribute<PRAN>review.critic<PRAV>Rotten Tomatoes 91%<C><U>I would like to book movie tickets<A>ok for what area ?<U>Spring Hills Kansas.<A>ok what movie would you like?<U>can you tell me about the movie beyond the storm.<PN>get_movie_attribute<PAN>name.movie<PAV>beyond the storm<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>Action<PN>get_movie_attribute<PAN>name.movie<PAV>beyond the storm<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>PG-13<PN>get_movie_attribute<PAN>name.movie<PAV>beyond the storm<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>Rotten Tomatoes 81%<PN>get_movie_attribute<PAN>name.movie<PAV>beyond the storm<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>Fishing the North Sea gets ugly as Captain John’s crew faces not only severe weather but a traitor on board<PN>get_movie_attribute<PAN>name.movie<PAV>beyond the storm<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>James Cameron<A>Beyond The Storm is an Action movie rated PG-13 - Rotten Tomatoes 81% - Fishing the North Sea gets ugly as Captain John’s crew faces not only severe weather but a traitor on board - directed by James Cameron.<U>what about the movie backcountry<PN>get_movie_attribute<PAN>name.movie<PAV>backcountry<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>Documentary (outdoor)<PN>get_movie_attribute<PAN>name.movie<PAV>backcountry<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>G<PN>get_movie_attribute<PAN>name.movie<PAV>backcountry<PAN>attribute<PAV>review.critic	[PN]get_movie_attribute[PAN]name.movie[PAV]backcountry[PAN]attribute[PAV]description.plot	dlg-cdd9f737-2460-486e-821a-6ae33819f3d6
<PR>find_movies<PRAN>name.movie<PRAV>No Time To Die<PRAV>Mulan<PRAV>Emma<C><U>Hi, I would like to go to the movies tonight.<A>Sure. What movie would you like to see?<U>I want to see what is playing at the Boulevard 14 Cinema ins Petaluma, CA<PN>find_movies<PAN>name.theater<PAV>Boulevard 14 Cinema<PAN>location<PAV>Petaluma, California	[A]OK. Boulevard 14 Cinema in Petaluma, California is showing three movies: No Time To Die, Mulan, and Emma.	dlg-8df44a17-52f9-4927-acab-d52827e4c5b4
<PR>find_movies<PRAN>name.movie<PRAV>No Time To Die<PRAV>Mulan<PRAV>Emma<C><U>Hello I would like to go out to the movies tonight.<A>Sure. What movie would you like to see?<U>Could you provide me What's playing at Boulevard 14 petaluma, California?<PN>resolve_theater<PAN>name.theater<PAV>Boulevard 14 Cinema<PAN>location<PAV>Petaluma, California<PR>resolve_theater<PRAN>name.theater<PRAV>Boulevard 14 Cinema<PN>find_movies<PAN>name.theater<PAV>Boulevard 14 Cinema<PAN>location<PAV>Petaluma, California	[A]OK. Boulevard 14 Cinema in Petaluma, California is showing three movies: No Time To Die, Mulan, and Emma.	dlg-ee5dda2b-5c26-49cc-afd7-e11f1f82e00a
"<U>nice ok can you get me 4 tickets to the showing?<C><U>what movies are playing at AMC holiday theater today?<PN>find_movies<PAN>name.theater<PAV>AMC holiday theater<PAN>location<PAV>nearby<PR>find_movies<PRAN>name.movie<PRAV>today""Not my problem""<PRAV>PG-13""Family Jewels""<PRAV>R""Shuttered""R<PRAV>""Beyond the Storm""<A>there are 3 movies playing today""Not my problem"" PG-13""Family Jewels"" R""Shuttered""R<U>what is the highest rated one?<A>""not my problem"" is the highest rated The ratings are from rotten tomatoes ""Not my problem"" 72%""Family Jewels"" 69%""Shuttered"" 61%<U>is there any showing at around 6 for ""not my problem""<PN>find_showtimes<PAN>name.movie<PAV>today""Not my problem""<PAN>name.theater<PAV>AMC holiday theater<PAN>date.showing<PAV>today<PAN>time.preference<PAV>around 6<PR>find_showtimes<PRAN>time.showing<PRAV>3:45pm<PRAV>7pm<A>there is these showtimes close to your request time only. 3:45pm and a 7pm showtime<U>what about the other movies is there anything closer to 6?<PN>find_showtimes<PAN>name.movie<PAV>R""Shuttered""R<PAN>name.theater<PAV>AMC holiday theater<PAN>date.showing<PAV>today<PAN>time.preference<PAV>closer to 6<PR>find_showtimes<PRAN>time.showing<PRAV>5:45pm<A>yes ""shuttered"" has a 5:45pm start time!<U>i will have my kids with me so i prefer not to watch a rated R movie.<A>of course completely understand, may i recommend options from Cinemark Downtown?<U>yes that will work too<PN>find_showtimes<PAN>name.movie<PAV>""Beyond the Storm""<PAN>name.theater<PAV>Cinemark Downtown<PAN>date.showing<PAV>today<PAN>time.preference<PAV>closer to 6<PR>find_showtimes<PRAN>time.showing<PRAV>6:10pm<A>""Beyond the Storm"" has a 6:10pm start time<U>nice but what are the ratings for it?<PN>get_movie_attribute<PAN>name.movie<PAV>""Beyond the Storm""<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>PG-13<PN>get_movie_attribute<PAN>name.movie<PAV>""Beyond the Storm""<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>81%<A>""Beyond the Storm"" is a PG-13 movie rated at 81%<U>that will work! before i book can you tell me a little about it?<A>sure here is the summary!""Fishing the North Sea gets ugly as Captain John’s crew faces not only severe weather but a traitor on board - directed by James Cameron."""	[A]just to confirm you what 4 tickets for today correct?	dlg-cb4f1b87-305a-4017-9c62-5367958dccc9
<PR>get_movie_attribute<PRAN>name.person<PRAV>Tim Miller<C><U>I am looking for a good action movie to watch this weekend.<PN>find_movies<PAN>description.other<PAV>good action movie<PAN>location<PAV>nearby<PR>find_movies<PRAN>name.movie<PRAV>Zombieland: Double Tap<A>\nHow about Zombieland: Double Tap?<U>Is it PG 13 or R rated?<PN>get_movie_attribute<PAN>name.movie<PAV>Zombieland: Double Tap<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>R<A>R rated.<U>Is there a lot of gore and violence?<A>Yes.<U>Is there a less violent R rated action film playing?<PN>find_movies<PAN>description.other<PAV>there a less violent R rated action film<PAN>location<PAV>nearby<PR>find_movies<PRAN>name.movie<PRAV>Terminator Dark Fate<A>How about Terminator Dark Fate?<U>Is it getting good reviews?<PN>get_movie_attribute<PAN>name.movie<PAV>Terminator Dark Fate<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>68% on rottentomatoes<A>68% on rottentomatoes.<U>Does it have strong female characters?<A>Yes, it has two female leads?<U>Who is the director?<PN>get_movie_attribute<PAN>name.movie<PAV>Terminator Dark Fate<PAN>attribute<PAV>name.person	[A]Tim Miller.	dlg-e1a8a94d-6413-4730-be2d-614ba0d1e99b
<PR>find_theaters<PRAN>name.theater<PRAV>Harkins<C><U>I want to take my friends to a movie tonight, what's playing?<A>I can search that for you...<U>thanks!<PN>find_movies<PAN>location<PAV>nearby<PR>find_movies<PRAN>name.movie<PRAV>Dolittle<PRAV>1917<PRAV>Fantasy Island<A>Near by there is Dolittle, 1917, Fantasy Island playing.<U>Great, I have wanted to see Fantasy Island!<A>Do you want to purchase a ticket?<U>I think so, maybe For Dolittle. Just a minute.<A>No problem.<U>Ok, how about Fantasy Island for 4 people.<A>Searching Fantasy Island near by for 4 people...<U>Wait, make that the movie 1917...<A>No problem, searching for 1917 near by for 4 people....<U>Thanks!<PN>find_theaters<PAN>name.movie<PAV>1917	[A]I have found the movie 1917 near by.	dlg-b95825bf-22c3-45a3-b1f4-d9ad2b4d4883
<PR>get_movie_attribute<PRAN>description.plot<PRAV>story of Sophie, a girl who survived a car accident that left her crippled and addicted to pills<C><U>want to go to movie today<A>what movie?<U>Sam’s Delight<A>what theater?<U>Land’s End Montana<A>ok, interested in any other movies?<U>yes, what else is playing?<PN>find_movies<PAN>location<PAV>Land’s End Montana<PR>find_movies<PRAN>name.movie<PRAV>Far From You<A>Far From You<U>what is that about?<PN>get_movie_attribute<PAN>name.movie<PAV>Far From You<PAN>attribute<PAV>description.plot	[A]story of Sophie, a girl who survived a car accident that left her crippled and addicted to pills.	dlg-6d977c43-da77-45b6-889b-b868d438be63
<PR>find_theaters<PRAN>name.theater<PRAV>AMC Mountain 16<PRAV>Cinemark Plaza 24<C><U>I would like to catch a movie in Kingsport Tennessee. I would like some info on The Christian movie about running.<PN>resolve_movie<PAN>name.movie<PAV>The Christian movie about running.<PR>resolve_movie<PRAN>name.movie<PRAV>Overcomer<A>Happy to help! Let me just confirm that the movie you're talking about is Overcomer. Is that right?<U>That’s right.<PN>find_theaters<PAN>name.movie<PAV>Overcomer<PAN>location<PAV>Kingsport Tennessee	[A]OK. Overcomer is playing at both AMC Mountain 16 and Cinemark Plaza 24 in Kingsport Tennessee.	dlg-84b42537-beae-4599-9c98-3667d63b6897
<U>I'm thinking the AMC Mountain 16.<C><S><A>Hello. How can I help you?<U>I'm wanting to buy some movie tickets, and I want to see the one with Bruce Willis.<PN>resolve_movie<PAN>name.movie<PAV>the one with Bruce Willis<PR>resolve_movie<PRAN>name.movie<PRAV>No Time To Die<PN>find_movies<PAN>name.person<PAV>Bruce Willis<PAN>location<PAV>nearby<PR>find_movies<PRAN>name.movie<PRAV>No Time To Die<A>Happy to help! Let me just confirm that the movie name is No Time To Die. Is that right?<U>Yes, that's right.<A>OK. Would you mind giving me the city and state where you’d like to see your movie?<U>I'm down in San Fran.<PN>resolve_location<PAN>location<PAV>San Fran<PR>resolve_location<PRAN>location<PRAV>San Francisco, California<A>OK. San Francisco, California. One moment.<U>Sure thing.<PN>find_theaters<PAN>name.movie<PAV>No Time To Die<PAN>location<PAV>San Francisco, California<PR>find_theaters<PRAN>name.theater<PRAV>AMC Mountain 16<PRAV>Cinemark Plaza 24<A>OK. No Time To Die is currently playing at AMC Mountain 16 and Cinemark Plaza 24 in San Francisco, California. Do you have a preference?	[A]OK. Let me check showtimes at AMC Mountain 16.	dlg-4a867870-3a51-4146-a723-510fe766c823
"<U>I need two tickets.<C><U>HI I would like to order movie tickets.<A>Hello. I can help!<U>Great, let's get started!<A>Ok, which location did you want to se a movie in?<U>In walnut Creek, CA.<PN>find_theaters<PAN>location<PAV>walnut Creek, CA<PR>find_theaters<PRAN>name.theater<PRAV>Walnut Creek 14<A>Would the Walnut Creek 14 theater be okay?<U>Yes, perfect.<A>Okay, which movie did you have in mind?<U>I want to see ""Dolittle""<A>Okay, it seems like there are several showings. what time did you have in mind?<U>I want to see it around 7:15 pm<A>Perfect. In which format?<U>Standard is okay.<A>Perfect. Lastly, how many tickets do you need?"	"[PN]find_showtimes[PAN]name.movie[PAV]""Dolittle""[PAN]name.theater[PAV]Walnut Creek 14[PAN]date.showing[PAV]today[PAN]time.preference[PAV]around 7:15 pm[PAN]type.screening[PAV]Standard"	dlg-81b47bee-7636-49e6-a732-2784470e99e9
<PR>find_theaters<PRAN>name.theater<PRAV>AMC Mountain 16<PRAV>Cinemark Plaza 24<C><S><A>Hello. How can I help you?<U>We want to see the death movie.<PN>resolve_movie<PAN>name.movie<PAV>the death movie<PR>resolve_movie<PRAN>name.movie<PRAV>No Time To Die<A>Happy to help! Let me just confirm that the movie name is No Time To Die. Is that right?<U>Yes! That's the one.<A>OK. Would you mind giving me the city and state where you’d like to see your movie?<U>San Fran.<PN>resolve_location<PAN>location<PAV>San Fran<PR>resolve_location<PRAN>location<PRAV>San Francisco, California<A>OK. San Francisco, California. One moment.<U>Sure.<PN>find_theaters<PAN>name.movie<PAV>No Time To Die<PAN>location<PAV>San Francisco, California	[A]OK. No Time To Die is currently playing at AMC Mountain 16 and Cinemark Plaza 24 in San Francisco, California. Do you have a preference?	dlg-7312cd6e-548f-4484-ada2-f90bffb75bf6
